amount_paise,content_hash,metadata,node_type,occurred_at,order_id,processed_at,received_at,reference_id,settlement_ref,source,timestamp
203269,a35268a760069d1b,{},bank,2024-06-03T15:15:14+00:00,ORD_000035_52c21221,2024-06-03T15:16:44+00:00,2024-06-03T15:15:44+00:00,BNK_445d341c6494-B,STL-FAKE,bank_statement,2024-06-03T15:15:14+00:00
73981,ba7edb2e2651a6c8,"{'split_index': 0, 'n_splits': 2}",bank,2024-06-04T00:01:09+00:00,ORD_000019_49732d6c,2024-06-04T00:02:39+00:00,2024-06-04T00:01:39+00:00,BNK_a208a9f25336,,bank_statement,2024-06-04T00:01:09+00:00
147551,da66d8a364cbe164,"{'split_index': 1, 'n_splits': 2}",bank,2024-06-04T03:01:09+00:00,ORD_000019_49732d6c,2024-06-04T03:02:39+00:00,2024-06-04T03:01:39+00:00,BNK_17e855cee5db,,bank_statement,2024-06-04T03:01:09+00:00
471567,f5b53c4366040356,{},bank,2024-06-04T00:23:55+00:00,ORD_000034_84dad06a,2024-06-04T00:25:25+00:00,2024-06-04T00:24:25+00:00,BNK_b1946961929e,,bank_statement,2024-06-16T10:00:00+00:00
147738,f358cc014641e193,{},bank,2024-06-03T19:58:53+00:00,ORD_000027_d4aac9a3,2024-06-03T20:00:23+00:00,2024-06-03T19:59:23+00:00,BNK_479757207246,,bank_statement,2024-06-03T19:58:53+00:00
428842,ef36aac2c57d50b7,{},bank,2024-06-03T21:18:52+00:00,ORD_000043_bec39a37,2024-06-03T21:20:22+00:00,2024-06-03T21:19:22+00:00,BNK_18dfa0d4de3d,,bank_statement,2024-06-16T10:00:00+00:00
233828,86eed03692d303ae,{},bank,2024-06-02T09:54:51+00:00,ORD_000008_dfde4fbf,2024-06-02T09:56:21+00:00,2024-06-02T09:55:21+00:00,BNK_66aadd59ba71,,bank_statement,2024-06-02T09:54:51+00:00
355781,96b49ee7ac9fe222,{},bank,2024-06-03T16:55:45+00:00,ORD_000042_4c955f6a,2024-06-03T16:57:15+00:00,2024-06-03T16:56:15+00:00,BNK_d47dfa5a91ca,,bank_statement,2024-06-03T16:55:45+00:00
5597,5185dc1434719e01,"{'split_index': 0, 'n_splits': 3}",bank,2024-06-05T01:18:54+00:00,ORD_000055_7c93f6cc,2024-06-05T01:20:24+00:00,2024-06-05T01:19:24+00:00,BNK_885761554667,,bank_statement,2024-06-05T01:18:54+00:00
6043,c38843235b5f1936,"{'split_index': 1, 'n_splits': 3}",bank,2024-06-05T13:18:54+00:00,ORD_000055_7c93f6cc,2024-06-05T13:20:24+00:00,2024-06-05T13:19:24+00:00,BNK_d5568f0881ee,,bank_statement,2024-06-05T13:18:54+00:00
13311,d5614a8815c4bc92,"{'split_index': 2, 'n_splits': 3}",bank,2024-06-05T18:18:54+00:00,ORD_000055_7c93f6cc,2024-06-05T18:20:24+00:00,2024-06-05T18:19:24+00:00,BNK_5aaace6322b6,,bank_statement,2024-06-05T18:18:54+00:00
228759,0c69524e4e626203,"{'split_index': 0, 'n_splits': 2}",bank,2024-06-03T05:50:31+00:00,ORD_000006_edcd465e,2024-06-03T05:52:01+00:00,2024-06-03T05:51:01+00:00,BNK_080ae7c99b26,,bank_statement,2024-06-03T05:50:31+00:00
446219,3b5fc40eb6fd04ea,"{'split_index': 1, 'n_splits': 2}",bank,2024-06-03T13:50:31+00:00,ORD_000006_edcd465e,2024-06-03T13:52:01+00:00,2024-06-03T13:51:01+00:00,BNK_839f1223b513,,bank_statement,2024-06-03T13:50:31+00:00
94156,35b4fef10d326160,{},bank,2024-06-03T23:52:30+00:00,ORD_000036_b2c08394,2024-06-03T23:54:00+00:00,2024-06-03T23:53:00+00:00,BNK_b49582456fb4,,bank_statement,2024-06-03T23:52:30+00:00
568996,cd5bd57575f8437d,{},bank,2024-06-02T18:56:07+00:00,ORD_000004_ae340454,2024-06-02T18:57:37+00:00,2024-06-02T18:56:37+00:00,BNK_2dbcc30ff46e,,bank_statement,2024-06-02T18:56:07+00:00
671985,b83bad2e9a1ce04e,{},bank,2024-06-04T11:14:07+00:00,ORD_000046_102efde5,2024-06-04T11:15:37+00:00,2024-06-04T11:14:37+00:00,BNK_965b6b4be411,,bank_statement,2024-06-04T11:14:07+00:00
768694,87eba35d9b8053e9,{},bank,2024-06-03T20:21:26+00:00,ORD_000003_0e51f30d,2024-06-03T20:22:56+00:00,2024-06-03T20:21:56+00:00,BNK_e5d76dadd6c7,,bank_statement,2024-06-03T20:21:26+00:00
358535,31d7292975dcfdc9,{},bank,2024-06-04T19:46:12+00:00,ORD_000038_5260001e,2024-06-04T19:47:42+00:00,2024-06-04T19:46:42+00:00,BNK_f6fe7ecddbaf,,bank_statement,2024-06-04T19:46:12+00:00
323941,29754f8507fe8979,{},bank,2024-06-04T14:18:47+00:00,ORD_000059_a508dc95,2024-06-04T14:20:17+00:00,2024-06-04T14:19:17+00:00,BNK_269e80599b93,,bank_statement,2024-06-04T14:18:47+00:00
195226,537354bca54c8c2e,{},bank,2024-06-04T06:10:52+00:00,ORD_000026_1efd76e9,2024-06-04T06:12:22+00:00,2024-06-04T06:11:22+00:00,BNK_eb6ccee624d0,,bank_statement,2024-06-04T06:10:52+00:00
195227,537354bca54c8c2e,{},bank,2024-06-04T06:10:52+00:00,ORD_000026_1efd76e9,2024-06-04T06:12:22+00:00,2024-06-04T06:11:22+00:00,BNK_eb6ccee624d0-B,STL-FAKE,bank_statement,2024-06-04T06:10:52+00:00
393514,9101d7ca422534dc,{},bank,2024-06-05T06:52:56+00:00,ORD_000024_53ac2ab9,2024-06-05T06:54:26+00:00,2024-06-05T06:53:26+00:00,BNK_c1150a4e5b70,,bank_statement,2024-06-05T06:52:56+00:00
378858,98638c736b39a2ff,{},bank,2024-06-02T12:46:02+00:00,ORD_000018_d9178793,2024-06-02T12:47:32+00:00,2024-06-02T12:46:32+00:00,BNK_91b09d9262af,,bank_statement,2024-06-02T12:46:02+00:00
84868,762ac7f4a83baa72,{},bank,2024-06-05T08:33:11+00:00,ORD_000044_1712fb16,2024-06-05T08:34:41+00:00,2024-06-05T08:33:41+00:00,BNK_ce76f7a67b94,,bank_statement,2024-06-05T08:33:11+00:00
84869,762ac7f4a83baa72,{},bank,2024-06-05T08:33:11+00:00,ORD_000044_1712fb16,2024-06-05T08:34:41+00:00,2024-06-05T08:33:41+00:00,BNK_ce76f7a67b94-B,STL-FAKE,bank_statement,2024-06-05T08:33:11+00:00
250759,77a17bae3e08c97c,{},bank,2024-06-04T07:30:46+00:00,ORD_000023_45df16b6,2024-06-04T07:32:16+00:00,2024-06-04T07:31:16+00:00,BNK_157d06f028ff,,bank_statement,2024-06-04T07:30:46+00:00
121897,a2f92562c1ff64bb,"{'split_index': 0, 'n_splits': 2}",bank,2024-06-03T02:10:47+00:00,ORD_000010_284d82e5,2024-06-03T02:12:17+00:00,2024-06-03T02:11:17+00:00,BNK_90b2956b8c0c,,bank_statement,2024-06-03T02:10:47+00:00
145902,2be63d1e4c02dfba,"{'split_index': 1, 'n_splits': 2}",bank,2024-06-02T21:10:47+00:00,ORD_000010_284d82e5,2024-06-02T21:12:17+00:00,2024-06-02T21:11:17+00:00,BNK_ef4850fd9d3f,,bank_statement,2024-06-02T21:10:47+00:00
9345,994914f7559e932a,{},bank,2024-06-04T13:23:51+00:00,ORD_000039_e912b4bf,2024-06-04T13:25:21+00:00,2024-06-04T13:24:21+00:00,BNK_889bdbfdd97e,,bank_statement,2024-06-04T13:23:51+00:00
301708,04438de8dfc59806,{},bank,2024-06-05T00:10:35+00:00,ORD_000048_11906f50,2024-06-05T00:12:05+00:00,2024-06-05T00:11:05+00:00,BNK_a93b1c24220e,,bank_statement,2024-06-05T00:10:35+00:00
315100,46adc93f880c0e12,{},bank,2024-06-04T10:55:10+00:00,ORD_000033_7010f719,2024-06-04T10:56:40+00:00,2024-06-04T10:55:40+00:00,BNK_44fed248a9a7,,bank_statement,2024-06-04T10:55:10+00:00
314827,7be9702f0290d103,{},bank,2024-06-04T23:12:47+00:00,ORD_000050_14aeaf5c,2024-06-04T23:14:17+00:00,2024-06-04T23:13:17+00:00,BNK_b3a7cb08587d,,bank_statement,2024-06-04T23:12:47+00:00
45306,495f0a8cc40f4648,{},bank,2024-06-05T10:26:04+00:00,ORD_000028_0299436a,2024-06-05T10:27:34+00:00,2024-06-05T10:26:34+00:00,BNK_4e633e493f43,,bank_statement,2024-06-05T10:26:04+00:00
350995,5e553c5e2c5936b0,{},bank,2024-06-04T07:01:32+00:00,ORD_000058_9458054e,2024-06-04T07:03:02+00:00,2024-06-04T07:02:02+00:00,BNK_0e6197674900,,bank_statement,2024-06-04T07:01:32+00:00
865586,55b05195f03e745f,{},bank,2024-06-03T13:37:50+00:00,ORD_000015_ccc56569,2024-06-03T13:39:20+00:00,2024-06-03T13:38:20+00:00,BNK_d10b33173470,,bank_statement,2024-06-03T13:37:50+00:00
327671,52dceb1272169c08,{},bank,2024-06-02T07:06:25+00:00,ORD_000002_47294739,2024-06-02T07:07:55+00:00,2024-06-02T07:06:55+00:00,BNK_61237656af72,,bank_statement,2024-06-02T07:06:25+00:00
68628,8f7d904555b8d1b8,{},bank,2024-06-02T21:12:45+00:00,ORD_000011_43ff5011,2024-06-02T21:14:15+00:00,2024-06-02T21:13:15+00:00,BNK_21e843e42caf,,bank_statement,2024-06-02T21:12:45+00:00
88560,e9db1db625b63dbe,{},bank,2024-06-04T16:47:16+00:00,ORD_000041_cae28e66,2024-06-04T16:48:46+00:00,2024-06-04T16:47:46+00:00,BNK_cdfce61ede90,,bank_statement,2024-06-04T16:47:16+00:00
55503,7dbed3fcb69b0f43,{},bank,2024-06-04T08:54:50+00:00,ORD_000032_b3f6fe0d,2024-06-04T08:56:20+00:00,2024-06-04T08:55:20+00:00,BNK_d301bfbbb17f,,bank_statement,2024-06-04T08:54:50+00:00
57121,241c940afefca180,"{'split_index': 0, 'n_splits': 3}",bank,2024-06-02T20:09:56+00:00,ORD_000005_ec24a3c5,2024-06-02T20:11:26+00:00,2024-06-02T20:10:26+00:00,BNK_2031c40db9b4,,bank_statement,2024-06-02T20:09:56+00:00
61000,6fad14391b97b924,"{'split_index': 1, 'n_splits': 3}",bank,2024-06-03T00:09:56+00:00,ORD_000005_ec24a3c5,2024-06-03T00:11:26+00:00,2024-06-03T00:10:26+00:00,BNK_f26479ac1b1e,,bank_statement,2024-06-03T00:09:56+00:00
197398,6f363c2d5eadf174,"{'split_index': 2, 'n_splits': 3}",bank,2024-06-02T20:09:56+00:00,ORD_000005_ec24a3c5,2024-06-02T20:11:26+00:00,2024-06-02T20:10:26+00:00,BNK_43da2a45c2ab,,bank_statement,2024-06-02T20:09:56+00:00
435464,cbc4283e69321cc2,{},bank,2024-06-04T05:12:06+00:00,ORD_000045_39c1e262,2024-06-04T05:13:36+00:00,2024-06-04T05:12:36+00:00,BNK_acc21bbc91f7,,bank_statement,2024-06-04T05:12:06+00:00
411723,a6d00b4c9a9e00af,{},bank,2024-06-04T23:59:19+00:00,ORD_000021_74daaebf,2024-06-05T00:00:49+00:00,2024-06-04T23:59:49+00:00,BNK_28bee5af6e39,,bank_statement,2024-06-04T23:59:19+00:00
